 Employee Is Killed When Backhoe Tips To Side ,On July 24 2009 Employee #1 was standing next to a building as a backhoe drove past and proceeded to drive over a curb. The backhoe began to tip to one side causing the bucket to jerk. Employee #1 was caught between the building and the backhoe bucket. Employee #1 was killed.,collapse of object
 Employee'S Finger Is Amputated By Backhoe Arm ,On July 23 2009 Employee #1 with Sully-Miller Contracting Co was installing new underground water lines. He placed 4 in. steel pipe which was 10 ft long into the 8-ft-long bucket of a backhoe (John Deere Model Number 710G) Employee #1 then stood on the pipe to secure it. He placed his left hand on top of the bucket and debris guard and directed the backhoe operator to curl the bucket. Employee #1's finger was pinched between the arm of the bucket and the debris guard. His was treated at Citrus Valley Medical Center and then Western Hand Center. The finger was surgically removed on July 23 2009. One factor in this accident was a damaged debris guard on the backhoe.,caught in/between objects
 Backhoe Failure Causes Bucket To Strike Worker  Killing Him ,On October 16 2008 equipment failure occurred at a new road construction site. The hydraulic line of a backhoe failed and the backhoe's bucket fell which struck a construction worker. The injury that resulted was an unspecified fracture and the worker was killed.,struck by falling object
 Employee'S Leg Is Fractured When Struck By Excavator Bucket ,On September 16 2008 Employee #1 was struck by the bucket of an excavator during sewer line installation. Emergency medical services transported him to a local hospital where he was hospitalized with a broken leg.,struck by moving objects
 Employee Is Injured When Pinned By Excavator Bucket ,On September 16 2008 Employee #1 was installing storm sewer sections in an excavation. A coworker was operating a Komatsu 400 excavator with an attached JRB Smartloc Quick Coupler. After reattaching the bucket the coworker swung the boom around to begin excavating more soil from the excavation. As the bucket was being lowered to dig it separated from the coupler and fell from the boom. The bucket hit the ground and rolled forward trapping Employee #1 against a 42-inch concrete section of storm sewer that had just been installed. He was hospitalized with bruises contusions and abrasions.,struck by moving objects
 Employee Is Killed When Caught Between Loader And Backhoe ,On July 29 2008 Employee #1 was shoveling debris into a loader bucket. The loader was positioned front to front with a backhoe. He was caught between the buckets of the two machines when the backhoe moved forward. Employee #1 was killed.,caught in/between objects
 Employee Is Injured When Struck By Backhoe Bucket ,On May 14 2008 Employee #1 a plumber at Ddh Apple Valley Construction Inc was struck by a backhoe bucket and suffered non-serious injuries such as bruising contusion and abrasions.,struck by moving objects
 Employee Killed When Struck By Loader/Backhoe Bucket ,On December 7 2007 Employee #1 was struck by the front bucket of a Case loader/backhoe and fell into a 6 ft deep excavation. He died of injuries sustained in the accident.,struck by moving objects
 Employee Killed When Struck By Falling Excavator Bucket ,On August 22 2007 Employee #1 a mechanic and three coworkers were using an excavator bucket to vertically push in railroad tracks. The first piece of track went in easily but they were having a hard time with the second one. They decided to try using the excavator bucket to tap on the rail and two of the coworkers backed off the rail. Employee #1 and the other coworker continued to hold the rail in place. When the bucket lifted up from the rail it twisted off its bracket fell and struck both workers on the head. Employee #1 was killed. The coworker was transported to the hospital where he was treated and released.,struck by falling object
 Employee Is Killed When Struck By Backhoe Bucket ,On April 6 2007 Employee #1 was struck in the head by a backhoe bucket. He died as a result of the injury.,struck by moving objects
 Employee Is Struck By Dump Truck  Dies ,On September 3 2013 Employee #1 was digging dirt from a road. At the same time a coworker was backing up a dump truck. The dump truck was traveling in reverse 3-5 miles per hour with functioning back alarm. Employee #1 was struck by the dump truck which rolled over his head. Emergency Medical Service was called and Employee #1 was pronounced dead at the scene.,traffic
 Non,On August 13 2013 Non-employee a pedestrian was walking on the grounds of a community college. She was a former student at the school. As she walked she was struck by a wheel loader that was backing up. The construction equipment ran over her causing traumatic injuries that killed her.,traffic
